time,heal_vx,heal_vy,heal_vz,heal_wx,heal_wy,heal_wz,fr3_vx,fr3_vy,fr3_vz,fr3_wx,fr3_wy,fr3_wz
1756190902.151928,0.117210,-0.006265,-0.043359,-0.026897,-0.013996,0.015372,0.011175,0.133379,-0.060253,-0.005927,0.064135,0.040869
1756190902.155415,0.117210,-0.006265,-0.043359,-0.026897,-0.013996,0.015372,0.011175,0.133379,-0.060253,-0.005927,0.064135,0.040869
1756190902.162956,0.117210,-0.006265,-0.043359,-0.026897,-0.013996,0.015372,0.011175,0.133379,-0.060253,-0.005927,0.064135,0.040869
1756190902.164222,0.117210,-0.006265,-0.043359,-0.026897,-0.013996,0.015372,0.011175,0.133379,-0.060253,-0.005927,0.064135,0.040869
1756190902.171223,0.117225,-0.006266,-0.043365,-0.026900,-0.013998,0.015374,0.011171,0.133367,-0.060243,-0.005924,0.064106,0.040862
1756190902.172044,0.117225,-0.006266,-0.043365,-0.026900,-0.013998,0.015374,0.011171,0.133367,-0.060243,-0.005924,0.064106,0.040862
1756190902.181379,0.117146,-0.006285,-0.043321,-0.026860,-0.014000,0.015398,0.011179,0.133471,-0.060290,-0.005928,0.064150,0.040889
1756190902.182252,0.117146,-0.006285,-0.043321,-0.026860,-0.014000,0.015398,0.011179,0.133471,-0.060290,-0.005928,0.064150,0.040889
1756190902.191788,0.117146,-0.006285,-0.043321,-0.026860,-0.014000,0.015398,0.011179,0.133471,-0.060290,-0.005928,0.064150,0.040889
1756190902.192082,0.117146,-0.006285,-0.043321,-0.026860,-0.014000,0.015398,0.011179,0.133471,-0.060290,-0.005928,0.064150,0.040889
1756190902.201699,0.117146,-0.006285,-0.043321,-0.026860,-0.014000,0.015398,0.011179,0.133471,-0.060290,-0.005928,0.064150,0.040889
1756190902.201999,0.117146,-0.006285,-0.043321,-0.026860,-0.014000,0.015398,0.011179,0.133471,-0.060290,-0.005928,0.064150,0.040889
1756190902.211642,0.117155,-0.006264,-0.043295,-0.026891,-0.013976,0.015367,0.011181,0.133493,-0.060300,-0.005929,0.064159,0.040895
1756190902.212025,0.117155,-0.006264,-0.043295,-0.026891,-0.013976,0.015367,0.018244,0.217788,-0.098379,-0.009103,0.098511,0.062786
1756190902.223277,0.117166,-0.006265,-0.043299,-0.026893,-0.013978,0.015368,0.011176,0.133480,-0.060298,-0.005930,0.064158,0.040890
1756190902.224036,0.117166,-0.006265,-0.043299,-0.026893,-0.013978,0.015368,0.011176,0.133480,-0.060298,-0.005930,0.064158,0.040890
1756190902.232086,0.117166,-0.006265,-0.043299,-0.026893,-0.013978,0.015368,0.011176,0.133480,-0.060298,-0.005930,0.064158,0.040890
1756190902.232378,0.117166,-0.006265,-0.043299,-0.026893,-0.013978,0.015368,0.011176,0.133480,-0.060298,-0.005930,0.064158,0.040890
1756190902.241466,0.117166,-0.006265,-0.043299,-0.026893,-0.013978,0.015368,0.011176,0.133480,-0.060298,-0.005930,0.064158,0.040890
1756190902.241979,0.117166,-0.006265,-0.043299,-0.026893,-0.013978,0.015368,0.011176,0.133480,-0.060298,-0.005930,0.064158,0.040890
1756190902.251275,0.117228,-0.006263,-0.043363,-0.026903,-0.013982,0.015357,0.011167,0.133367,-0.060247,-0.005926,0.064112,0.040860
1756190902.251550,0.117228,-0.006263,-0.043363,-0.026903,-0.013982,0.015357,0.011167,0.133367,-0.060247,-0.005926,0.064112,0.040860
1756190902.261374,0.117215,-0.006262,-0.043358,-0.026900,-0.013980,0.015355,0.018237,0.217699,-0.098347,-0.009099,0.098491,0.062764
1756190902.261517,0.117215,-0.006262,-0.043358,-0.026900,-0.013980,0.015355,0.011172,0.133380,-0.060256,-0.005923,0.064127,0.040866
1756190902.271751,0.117215,-0.006262,-0.043358,-0.026900,-0.013980,0.015355,0.011172,0.133380,-0.060256,-0.005923,0.064127,0.040866
1756190902.272191,0.117215,-0.006262,-0.043358,-0.026900,-0.013980,0.015355,0.018237,0.217699,-0.098347,-0.009099,0.098491,0.062764
1756190902.281696,0.117217,-0.006264,-0.043358,-0.026977,-0.013986,0.015368,0.011178,0.133383,-0.060259,-0.005922,0.064111,0.040871
1756190902.282146,0.117217,-0.006264,-0.043358,-0.026977,-0.013986,0.015368,0.011178,0.133383,-0.060259,-0.005922,0.064111,0.040871
1756190902.291459,0.117217,-0.006264,-0.043358,-0.026977,-0.013986,0.015368,0.011178,0.133383,-0.060259,-0.005922,0.064111,0.040871
1756190902.292359,0.117217,-0.006264,-0.043358,-0.026977,-0.013986,0.015368,0.011178,0.133383,-0.060259,-0.005922,0.064111,0.040871
1756190902.301468,0.117217,-0.006264,-0.043358,-0.026977,-0.013986,0.015368,0.011178,0.133383,-0.060259,-0.005922,0.064111,0.040871
1756190902.302027,0.117217,-0.006264,-0.043358,-0.026977,-0.013986,0.015368,0.011178,0.133383,-0.060259,-0.005922,0.064111,0.040871
1756190902.311422,0.117173,-0.006266,-0.043313,-0.026877,-0.013949,0.015344,0.011185,0.133466,-0.060296,-0.005925,0.064145,0.040893
1756190902.311970,0.117173,-0.006266,-0.043313,-0.026877,-0.013949,0.015344,0.011185,0.133466,-0.060296,-0.005925,0.064145,0.040893
1756190902.321560,0.117173,-0.006266,-0.043313,-0.026877,-0.013949,0.015344,0.011185,0.133466,-0.060296,-0.005925,0.064145,0.040893
1756190902.322067,0.117169,-0.006265,-0.043311,-0.026876,-0.013949,0.015343,0.011179,0.133466,-0.060291,-0.005925,0.064166,0.040888
1756190902.331427,0.117169,-0.006265,-0.043311,-0.026876,-0.013949,0.015343,0.011179,0.133466,-0.060291,-0.005925,0.064166,0.040888
1756190902.331933,0.117169,-0.006265,-0.043311,-0.026876,-0.013949,0.015343,0.011179,0.133466,-0.060291,-0.005925,0.064166,0.040888
1756190902.341410,0.117169,-0.006265,-0.043311,-0.026876,-0.013949,0.015343,0.011179,0.133466,-0.060291,-0.005925,0.064166,0.040888
1756190902.341985,0.117169,-0.006265,-0.043311,-0.026876,-0.013949,0.015343,0.011179,0.133466,-0.060291,-0.005925,0.064166,0.040888
1756190902.351880,0.117118,-0.006279,-0.043293,-0.026833,-0.013988,0.015395,0.018245,0.217802,-0.098389,-0.009101,0.098535,0.062789
1756190902.352114,0.117118,-0.006279,-0.043293,-0.026833,-0.013988,0.015395,0.011183,0.133511,-0.060312,-0.005927,0.064184,0.040900
1756190902.361387,0.117118,-0.006279,-0.043293,-0.026833,-0.013988,0.015395,0.011183,0.133511,-0.060312,-0.005927,0.064184,0.040900
1756190902.361953,0.117118,-0.006279,-0.043293,-0.026833,-0.013988,0.015395,0.011183,0.133511,-0.060312,-0.005927,0.064184,0.040900
1756190902.371410,0.117134,-0.006279,-0.043299,-0.026836,-0.013990,0.015397,0.011184,0.133498,-0.060298,-0.005937,0.064181,0.040897
1756190902.371897,0.117134,-0.006279,-0.043299,-0.026836,-0.013990,0.015397,0.011184,0.133498,-0.060298,-0.005937,0.064181,0.040897
1756190902.381395,0.117133,-0.006281,-0.043298,-0.026889,-0.013993,0.015408,0.011184,0.133500,-0.060299,-0.005937,0.064182,0.040897
1756190902.381920,0.117133,-0.006281,-0.043298,-0.026889,-0.013993,0.015408,0.011184,0.133500,-0.060299,-0.005937,0.064182,0.040897
1756190902.391829,0.117133,-0.006281,-0.043298,-0.026889,-0.013993,0.015408,0.011184,0.133500,-0.060299,-0.005937,0.064182,0.040897
1756190902.392247,0.117133,-0.006281,-0.043298,-0.026889,-0.013993,0.015408,0.018246,0.217794,-0.098377,-0.009111,0.098534,0.062788
1756190902.401491,0.117133,-0.006281,-0.043298,-0.026889,-0.013993,0.015408,0.011184,0.133500,-0.060299,-0.005937,0.064182,0.040897
1756190902.402025,0.117133,-0.006281,-0.043298,-0.026889,-0.013993,0.015408,0.011184,0.133500,-0.060299,-0.005937,0.064182,0.040897
1756190902.411422,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.411947,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.421517,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.422224,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.431448,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.431616,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.441338,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.441675,0.117210,-0.006274,-0.043348,-0.026898,-0.013979,0.015354,0.011180,0.133411,-0.060274,-0.005927,0.064128,0.040878
1756190902.451169,0.117193,-0.006257,-0.043336,-0.026867,-0.013986,0.015360,0.011182,0.133427,-0.060281,-0.005928,0.064135,0.040882
1756190902.451781,0.117193,-0.006257,-0.043336,-0.026867,-0.013986,0.015360,0.011182,0.133427,-0.060281,-0.005928,0.064135,0.040882
1756190902.461067,0.119344,-0.006372,-0.044131,-0.027284,-0.014203,0.015598,0.011648,0.131624,-0.060633,-0.004593,0.064102,0.040684
1756190902.461513,0.119344,-0.006372,-0.044131,-0.027284,-0.014203,0.015598,0.011648,0.131624,-0.060633,-0.004593,0.064102,0.040684
1756190902.471863,0.119344,-0.006372,-0.044131,-0.027284,-0.014203,0.015598,0.018786,0.216348,-0.098982,-0.007787,0.098660,0.062690
1756190902.472324,0.119344,-0.006372,-0.044131,-0.027284,-0.014203,0.015598,0.011648,0.131624,-0.060633,-0.004593,0.064102,0.040684
1756190902.481601,0.119351,-0.006366,-0.044100,-0.027264,-0.014191,0.015583,0.011652,0.131681,-0.060659,-0.004595,0.064126,0.040699
1756190902.482281,0.119351,-0.006366,-0.044100,-0.027264,-0.014191,0.015583,0.011652,0.131681,-0.060659,-0.004595,0.064126,0.040699
1756190902.491407,0.119351,-0.006366,-0.044100,-0.027264,-0.014191,0.015583,0.011652,0.131681,-0.060659,-0.004595,0.064126,0.040699
1756190902.491665,0.119351,-0.006366,-0.044100,-0.027264,-0.014191,0.015583,0.011652,0.131681,-0.060659,-0.004595,0.064126,0.040699
1756190902.501420,0.123216,-0.006573,-0.045529,-0.028012,-0.014581,0.016010,0.012128,0.126124,-0.058966,-0.002896,0.061531,0.039256
1756190902.501606,0.123216,-0.006573,-0.045529,-0.028012,-0.014581,0.016010,0.019367,0.211271,-0.097564,-0.006109,0.096323,0.061393
1756190902.511304,0.116123,-0.005992,-0.042010,-0.025054,-0.012647,0.014289,0.012801,0.133993,-0.062538,-0.003196,0.064783,0.041325
1756190902.511508,0.116123,-0.005992,-0.042010,-0.025054,-0.012647,0.014289,0.012801,0.133993,-0.062538,-0.003196,0.064783,0.041325
1756190902.521450,0.123603,-0.006389,-0.044768,-0.026502,-0.013401,0.015116,0.012605,0.124627,-0.059890,-0.001418,0.059905,0.038790
1756190902.521659,0.123603,-0.006389,-0.044768,-0.026502,-0.013401,0.015116,0.012605,0.124627,-0.059890,-0.001418,0.059905,0.038790
1756190902.531698,0.123603,-0.006389,-0.044768,-0.026502,-0.013401,0.015116,0.012605,0.124627,-0.059890,-0.001418,0.059905,0.038790
1756190902.531990,0.123603,-0.006389,-0.044768,-0.026502,-0.013401,0.015116,0.012605,0.124627,-0.059890,-0.001418,0.059905,0.038790
1756190902.541662,0.123603,-0.006389,-0.044768,-0.026502,-0.013401,0.015116,0.012605,0.124627,-0.059890,-0.001418,0.059905,0.038790
1756190902.542141,0.123603,-0.006389,-0.044768,-0.026502,-0.013401,0.015116,0.012605,0.124627,-0.059890,-0.001418,0.059905,0.038790
1756190902.551288,0.123263,-0.006371,-0.044588,-0.026300,-0.013329,0.015051,0.012636,0.124992,-0.060056,-0.001432,0.060056,0.038886
1756190902.552211,0.123263,-0.006371,-0.044588,-0.026300,-0.013329,0.015051,0.012636,0.124992,-0.060056,-0.001432,0.060056,0.038886
1756190902.561454,0.127054,-0.006573,-0.045985,-0.027032,-0.013710,0.015469,0.012522,0.120029,-0.057774,-0.001035,0.056869,0.037227
1756190902.562088,0.127054,-0.006573,-0.045985,-0.027032,-0.013710,0.015469,0.012522,0.120029,-0.057774,-0.001035,0.056869,0.037227
1756190902.571414,0.127054,-0.006573,-0.045985,-0.027032,-0.013710,0.015469,0.012522,0.120029,-0.057774,-0.001035,0.056869,0.037227
1756190902.572132,0.127054,-0.006573,-0.045985,-0.027032,-0.013710,0.015469,0.012522,0.120029,-0.057774,-0.001035,0.056869,0.037227
1756190902.581421,0.122194,-0.006549,-0.044379,-0.025173,-0.012823,0.015397,0.012929,0.124719,-0.059913,-0.001214,0.058816,0.038465
1756190902.582282,0.122194,-0.006549,-0.044379,-0.025173,-0.012823,0.015397,0.012929,0.124719,-0.059913,-0.001214,0.058816,0.038465
1756190902.591383,0.122194,-0.006549,-0.044379,-0.025173,-0.012823,0.015397,0.012929,0.124719,-0.059913,-0.001214,0.058816,0.038465
1756190902.592229,0.122194,-0.006549,-0.044379,-0.025173,-0.012823,0.015397,0.012929,0.124719,-0.059913,-0.001214,0.058816,0.038465
1756190902.601526,0.122194,-0.006549,-0.044379,-0.025173,-0.012823,0.015397,0.012929,0.124719,-0.059913,-0.001214,0.058816,0.038465
1756190902.602001,0.122194,-0.006549,-0.044379,-0.025173,-0.012823,0.015397,0.012929,0.124719,-0.059913,-0.001214,0.058816,0.038465
1756190902.611456,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.612055,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.621465,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.622035,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.631469,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.632060,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.641504,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.013279,0.124359,-0.058851,-0.001773,0.057250,0.037922
1756190902.641722,0.121678,-0.006279,-0.044136,-0.024249,-0.011881,0.014843,0.020490,0.208127,-0.096873,-0.004925,0.091513,0.059713
1756190902.651289,0.120893,-0.006300,-0.043912,-0.023212,-0.011205,0.014787,0.013928,0.124196,-0.058544,-0.001598,0.055886,0.037867
1756190902.651676,0.120893,-0.006300,-0.043912,-0.023212,-0.011205,0.014787,0.021145,0.207495,-0.096338,-0.004726,0.089961,0.059536
1756190902.661149,0.120893,-0.006300,-0.043912,-0.023212,-0.011205,0.014787,0.013928,0.124196,-0.058544,-0.001598,0.055886,0.037867
1756190902.661629,0.120893,-0.006300,-0.043912,-0.023212,-0.011205,0.014787,0.013928,0.124196,-0.058544,-0.001598,0.055886,0.037867
1756190902.671706,0.120893,-0.006300,-0.043912,-0.023212,-0.011205,0.014787,0.013928,0.124196,-0.058544,-0.001598,0.055886,0.037867
1756190902.672043,0.120893,-0.006300,-0.043912,-0.023212,-0.011205,0.014787,0.013928,0.124196,-0.058544,-0.001598,0.055886,0.037867
1756190902.681116,0.111488,-0.005641,-0.040125,-0.020340,-0.009531,0.013323,0.014816,0.134316,-0.063143,-0.001982,0.060073,0.040529
1756190902.681598,0.111488,-0.005641,-0.040125,-0.020340,-0.009531,0.013323,0.014816,0.134316,-0.063143,-0.001982,0.060073,0.040529
1756190902.691373,0.126121,-0.006417,-0.045517,-0.023177,-0.011005,0.014943,0.010788,0.117066,-0.053971,-0.003491,0.050442,0.031809
1756190902.691562,0.126121,-0.006417,-0.045517,-0.023177,-0.011005,0.014943,0.010788,0.117066,-0.053971,-0.003491,0.050442,0.031809
1756190902.701126,0.126121,-0.006417,-0.045517,-0.023177,-0.011005,0.014943,0.010788,0.117066,-0.053971,-0.003491,0.050442,0.031809
1756190902.701662,0.126121,-0.006417,-0.045517,-0.023177,-0.011005,0.014943,0.010788,0.117066,-0.053971,-0.003491,0.050442,0.031809
1756190902.711445,0.122737,-0.006278,-0.044431,-0.022082,-0.010364,0.014624,0.018054,0.202912,-0.092832,-0.006742,0.085589,0.054192
1756190902.711609,0.122737,-0.006278,-0.044431,-0.022082,-0.010364,0.014624,0.011063,0.120294,-0.055433,-0.003615,0.051782,0.032663
1756190902.721025,0.122737,-0.006278,-0.044431,-0.022082,-0.010364,0.014624,0.011063,0.120294,-0.055433,-0.003615,0.051782,0.032663
1756190902.721918,0.122737,-0.006278,-0.044431,-0.022082,-0.010364,0.014624,0.011063,0.120294,-0.055433,-0.003615,0.051782,0.032663
1756190902.731398,0.122737,-0.006278,-0.044431,-0.022082,-0.010364,0.014624,0.011063,0.120294,-0.055433,-0.003615,0.051782,0.032663
1756190902.731828,0.122737,-0.006278,-0.044431,-0.022082,-0.010364,0.014624,0.018054,0.202912,-0.092832,-0.006742,0.085589,0.054192
1756190902.741855,0.126293,-0.006467,-0.045743,-0.022769,-0.010721,0.015016,0.010042,0.115587,-0.053913,-0.003015,0.049844,0.030921
1756190902.742219,0.126293,-0.006467,-0.045743,-0.022769,-0.010721,0.015016,0.010042,0.115587,-0.053913,-0.003015,0.049844,0.030921
1756190902.751492,0.125580,-0.006405,-0.045545,-0.022559,-0.010599,0.014922,0.010098,0.116242,-0.054210,-0.003040,0.050117,0.031094
1756190902.752071,0.125580,-0.006405,-0.045545,-0.022559,-0.010599,0.014922,0.010098,0.116242,-0.054210,-0.003040,0.050117,0.031094
1756190902.761659,0.127745,-0.006520,-0.046344,-0.022977,-0.010816,0.015161,0.011475,0.112925,-0.053932,-0.001263,0.047241,0.030869
1756190902.761976,0.127745,-0.006520,-0.046344,-0.022977,-0.010816,0.015161,0.011475,0.112925,-0.053932,-0.001263,0.047241,0.030869
1756190902.771672,0.127745,-0.006520,-0.046344,-0.022977,-0.010816,0.015161,0.011475,0.112925,-0.053932,-0.001263,0.047241,0.030869
1756190902.771989,0.127745,-0.006520,-0.046344,-0.022977,-0.010816,0.015161,0.011475,0.112925,-0.053932,-0.001263,0.047241,0.030869
1756190902.781611,0.124576,-0.006311,-0.044968,-0.021677,-0.009767,0.014586,0.011739,0.115977,-0.055323,-0.001380,0.048513,0.031678
1756190902.781896,0.124576,-0.006311,-0.044968,-0.021677,-0.009767,0.014586,0.011739,0.115977,-0.055323,-0.001380,0.048513,0.031678
1756190902.791649,0.124576,-0.006311,-0.044968,-0.021677,-0.009767,0.014586,0.011739,0.115977,-0.055323,-0.001380,0.048513,0.031678
1756190902.791924,0.124576,-0.006311,-0.044968,-0.021677,-0.009767,0.014586,0.011739,0.115977,-0.055323,-0.001380,0.048513,0.031678
1756190902.801663,0.126913,-0.006435,-0.045829,-0.022128,-0.010002,0.014844,0.013037,0.112920,-0.053886,-0.000658,0.046552,0.031946
1756190902.801968,0.126913,-0.006435,-0.045829,-0.022128,-0.010002,0.014844,0.013037,0.112920,-0.053886,-0.000658,0.046552,0.031946
1756190902.811785,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.812163,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.821665,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.821964,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.831100,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.831917,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.841746,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.842186,0.123284,-0.006265,-0.045034,-0.021308,-0.009676,0.014673,0.013325,0.116177,-0.055370,-0.000782,0.047909,0.032810
1756190902.851794,0.123171,-0.006154,-0.044704,-0.020668,-0.008756,0.014209,0.012982,0.115842,-0.053401,-0.002270,0.046933,0.032149
1756190902.852483,0.123171,-0.006154,-0.044704,-0.020668,-0.008756,0.014209,0.020010,0.196886,-0.090089,-0.005320,0.080157,0.053296
1756190902.861801,0.123171,-0.006154,-0.044704,-0.020668,-0.008756,0.014209,0.012982,0.115842,-0.053401,-0.002270,0.046933,0.032149
1756190902.862105,0.123171,-0.006154,-0.044704,-0.020668,-0.008756,0.014209,0.012982,0.115842,-0.053401,-0.002270,0.046933,0.032149
1756190902.871372,0.123171,-0.006154,-0.044704,-0.020668,-0.008756,0.014209,0.012982,0.115842,-0.053401,-0.002270,0.046933,0.032149
1756190902.872245,0.123171,-0.006154,-0.044704,-0.020668,-0.008756,0.014209,0.012982,0.115842,-0.053401,-0.002270,0.046933,0.032149
1756190902.881415,0.118942,-0.005965,-0.043164,-0.019295,-0.008014,0.013829,0.013348,0.120004,-0.055287,-0.002429,0.048663,0.033251
1756190902.882034,0.118942,-0.005965,-0.043164,-0.019295,-0.008014,0.013829,0.013348,0.120004,-0.055287,-0.002429,0.048663,0.033251
1756190902.891371,0.123153,-0.006188,-0.044717,-0.020111,-0.008438,0.014294,0.012140,0.114849,-0.052624,-0.002770,0.046479,0.031209
1756190902.891937,0.123153,-0.006188,-0.044717,-0.020111,-0.008438,0.014294,0.012140,0.114849,-0.052624,-0.002770,0.046479,0.031209
1756190902.901418,0.123153,-0.006188,-0.044717,-0.020111,-0.008438,0.014294,0.012140,0.114849,-0.052624,-0.002770,0.046479,0.031209
1756190902.902030,0.123153,-0.006188,-0.044717,-0.020111,-0.008438,0.014294,0.012140,0.114849,-0.052624,-0.002770,0.046479,0.031209
1756190902.911411,0.122909,-0.006164,-0.044633,-0.020024,-0.008405,0.014264,0.012160,0.115082,-0.052729,-0.002779,0.046575,0.031270
1756190902.912284,0.122909,-0.006164,-0.044633,-0.020024,-0.008405,0.014264,0.012160,0.115082,-0.052729,-0.002779,0.046575,0.031270
1756190902.921385,0.122909,-0.006164,-0.044633,-0.020024,-0.008405,0.014264,0.012160,0.115082,-0.052729,-0.002779,0.046575,0.031270
1756190902.922186,0.122909,-0.006164,-0.044633,-0.020024,-0.008405,0.014264,0.012160,0.115082,-0.052729,-0.002779,0.046575,0.031270
1756190902.931375,0.128233,-0.006446,-0.046597,-0.021052,-0.008939,0.014851,0.011041,0.107749,-0.050263,-0.002118,0.043540,0.028710
1756190902.932231,0.128233,-0.006446,-0.046597,-0.021052,-0.008939,0.014851,0.011041,0.107749,-0.050263,-0.002118,0.043540,0.028710
1756190902.941384,0.128233,-0.006446,-0.046597,-0.021052,-0.008939,0.014851,0.011041,0.107749,-0.050263,-0.002118,0.043540,0.028710
1756190902.942303,0.128233,-0.006446,-0.046597,-0.021052,-0.008939,0.014851,0.011041,0.107749,-0.050263,-0.002118,0.043540,0.028710
1756190902.951404,0.125473,-0.006333,-0.045461,-0.020039,-0.008373,0.014526,0.011261,0.110282,-0.051413,-0.002215,0.044598,0.029383
1756190902.952145,0.125473,-0.006333,-0.045461,-0.020039,-0.008373,0.014526,0.011261,0.110282,-0.051413,-0.002215,0.044598,0.029383
1756190902.961379,0.125473,-0.006333,-0.045461,-0.020039,-0.008373,0.014526,0.011261,0.110282,-0.051413,-0.002215,0.044598,0.029383
1756190902.961931,0.125473,-0.006333,-0.045461,-0.020039,-0.008373,0.014526,0.011261,0.110282,-0.051413,-0.002215,0.044598,0.029383
1756190902.971388,0.125473,-0.006333,-0.045461,-0.020039,-0.008373,0.014526,0.011261,0.110282,-0.051413,-0.002215,0.044598,0.029383
1756190902.971940,0.125473,-0.006333,-0.045461,-0.020039,-0.008373,0.014526,0.011261,0.110282,-0.051413,-0.002215,0.044598,0.029383
1756190902.981417,0.124880,-0.006397,-0.045198,-0.019546,-0.008061,0.014557,0.011155,0.109756,-0.051255,-0.002163,0.044489,0.029189
1756190902.982038,0.124880,-0.006397,-0.045198,-0.019546,-0.008061,0.014557,0.011155,0.109756,-0.051255,-0.002163,0.044489,0.029189
1756190902.991357,0.124880,-0.006397,-0.045198,-0.019546,-0.008061,0.014557,0.011155,0.109756,-0.051255,-0.002163,0.044489,0.029189
1756190902.992212,0.124880,-0.006397,-0.045198,-0.019546,-0.008061,0.014557,0.011155,0.109756,-0.051255,-0.002163,0.044489,0.029189
1756190903.001393,0.127249,-0.006523,-0.046072,-0.020003,-0.008299,0.014818,0.010802,0.106694,-0.049522,-0.002343,0.043245,0.028343
1756190903.002187,0.127249,-0.006523,-0.046072,-0.020003,-0.008299,0.014818,0.010802,0.106694,-0.049522,-0.002343,0.043245,0.028343
1756190903.011347,0.124481,-0.006306,-0.045044,-0.019091,-0.007755,0.014330,0.011019,0.109202,-0.050660,-0.002439,0.044294,0.029010
1756190903.012185,0.124481,-0.006306,-0.045044,-0.019091,-0.007755,0.014330,0.011019,0.109202,-0.050660,-0.002439,0.044294,0.029010
1756190903.021476,0.124481,-0.006306,-0.045044,-0.019091,-0.007755,0.014330,0.011019,0.109202,-0.050660,-0.002439,0.044294,0.029010
1756190903.022345,0.124481,-0.006306,-0.045044,-0.019091,-0.007755,0.014330,0.011019,0.109202,-0.050660,-0.002439,0.044294,0.029010
1756190903.031361,0.124481,-0.006306,-0.045044,-0.019091,-0.007755,0.014330,0.011019,0.109202,-0.050660,-0.002439,0.044294,0.029010
1756190903.032168,0.124481,-0.006306,-0.045044,-0.019091,-0.007755,0.014330,0.011019,0.109202,-0.050660,-0.002439,0.044294,0.029010
1756190903.041368,0.126923,-0.006435,-0.045945,-0.019563,-0.008000,0.014599,0.010930,0.106117,-0.048664,-0.002714,0.042695,0.028311
1756190903.042172,0.126923,-0.006435,-0.045945,-0.019563,-0.008000,0.014599,0.010930,0.106117,-0.048664,-0.002714,0.042695,0.028311
1756190903.051625,0.124039,-0.006282,-0.044918,-0.018609,-0.007456,0.014209,0.011154,0.108707,-0.049837,-0.002814,0.043778,0.029001
1756190903.052518,0.124039,-0.006282,-0.044918,-0.018609,-0.007456,0.014209,0.017866,0.186928,-0.085229,-0.005775,0.075922,0.049470
1756190903.061405,0.124039,-0.006282,-0.044918,-0.018609,-0.007456,0.014209,0.011154,0.108707,-0.049837,-0.002814,0.043778,0.029001
1756190903.062265,0.124039,-0.006282,-0.044918,-0.018609,-0.007456,0.014209,0.011154,0.108707,-0.049837,-0.002814,0.043778,0.029001
1756190903.071374,0.124039,-0.006282,-0.044918,-0.018609,-0.007456,0.014209,0.011154,0.108707,-0.049837,-0.002814,0.043778,0.029001
1756190903.072185,0.124039,-0.006282,-0.044918,-0.018609,-0.007456,0.014209,0.011154,0.108707,-0.049837,-0.002814,0.043778,0.029001
1756190903.081400,0.126369,-0.006406,-0.045777,-0.019059,-0.007689,0.014466,0.010860,0.105635,-0.048246,-0.002864,0.042460,0.028222
1756190903.082274,0.126369,-0.006406,-0.045777,-0.019059,-0.007689,0.014466,0.010860,0.105635,-0.048246,-0.002864,0.042460,0.028222
